1	1d_better
2	1d_done
3	1d_expect
4	1d_get
5	1d_give
6	1d_like
7	1d_love
8	1d_must
9	1d_never
10	1d_probabl
11	1d_rather
12	1d_realli
13	1d_recommend
14	1d_say
15	1d_suggest
16	1d_think
17	1d_want
18	1ll_alway
19	1ll_buy
20	1ll_come
21	1ll_continu
22	1ll_definit
23	1ll_enjoy
24	1ll_find
25	1ll_get
26	1ll_give
27	1ll_know
28	1ll_learn
29	1ll_like
30	1ll_love
31	1ll_make
32	1ll_must
33	1ll_never
34	1ll_pass
35	1ll_probabl
36	1ll_put
37	1ll_read
38	1ll_say
39	1ll_see
40	1ll_start
41	1ll_stop
42	1ll_tell
43	1ll_tri
44	1m_afraid
45	1m_also
46	1m_alway
47	1m_big
48	1m_bit
49	1m_concern
50	1m_definit
51	1m_disappoint
52	1m_done
53	1m_enjoy
54	1m_fan
55	1m_get
56	1m_give
57	1m_glad
58	1m_go
59	1m_grate
60	1m_guess
61	1m_happi
62	1m_hope
63	1m_huge
64	1m_interest
65	1m_left
66	1m_like
67	1m_littl
68	1m_look
69	1m_make
70	1m_no
71	1m_not
72	1m_onli
73	1m_pretti
74	1m_read
75	1m_realli
76	1m_sad
77	1m_say
78	1m_sorri
79	1m_start
80	1m_still
81	1m_sucker
82	1m_sure
83	1m_surpris
84	1m_talk
85	1m_tri
86	1m_use
87	1m_usual
88	1m_veri
89	1m_will
90	1re_fan
91	1re_get
92	1re_go
93	1re_instead
94	1re_interest
95	1re_kind
96	1re_left
97	1re_like
98	1re_look
99	1re_not
100	1re_read
101	1re_still
102	1re_suppos
103	1re_told
104	1s_1ll
105	1s_1m
106	1s_1s
107	1s_1t
108	1s_1ve
109	1s_abil
110	1s_abl
111	1s_absolut
112	1s_account
113	1s_action
114	1s_actual
115	1s_adventur
116	1s_advic
117	1s_age
118	1s_almost
119	1s_also
120	1s_alway
121	1s_amaz
122	1s_annoy
123	1s_anoth
124	1s_answer
125	1s_arm
126	1s_attempt
127	1s_attent
128	1s_attract
129	1s_aunt
130	1s_awesom
131	1s_back
132	1s_background
133	1s_bad
134	1s_basic
135	1s_beauti
136	1s_becom
137	1s_begin
138	1s_behavior
139	1s_belief
140	1s_best
141	1s_better
142	1s_big
143	1s_biggest
144	1s_bit
145	1s_blog
146	1s_bodi
147	1s_bore
148	1s_bound
149	1s_brother
150	1s_busi
151	1s_call
152	1s_care
153	1s_career
154	1s_case
155	1s_certainli
156	1s_chang
157	1s_chapter
158	1s_charact
159	1s_choic
160	1s_claim
161	1s_classic
162	1s_clear
163	1s_come
164	1s_comment
165	1s_complet
166	1s_confus
167	1s_constant
168	1s_continu
169	1s_cousin
170	1s_cover
171	1s_crazi
172	1s_dad
173	1s_daughter
174	1s_day
175	1s_dead
176	1s_death
177	1s_definit
178	1s_describ
179	1s_descript
180	1s_desir
181	1s_detail
182	1s_develop
183	1s_differ
184	1s_difficult
185	1s_done
186	1s_dream
187	1s_easi
188	1s_eat
189	1s_effort
190	1s_emot
191	1s_end
192	1s_enjoy
193	1s_enough
194	1s_even
195	1s_ever
196	1s_ex
197	1s_exactli
198	1s_exampl
199	1s_excel
200	1s_excit
201	1s_expect
202	1s_experi
203	1s_extrem
204	1s_eye
205	1s_face
206	1s_fact
207	1s_fairli
208	1s_famili
209	1s_fantasi
210	1s_far
211	1s_father
212	1s_fault
213	1s_favorit
214	1s_feel
215	1s_final
216	1s_financi
217	1s_fine
218	1s_first
219	1s_focu
220	1s_found
221	1s_free
222	1s_friend
223	1s_frustrat
224	1s_full
225	1s_fun
226	1s_funni
227	1s_futur
228	1s_game
229	1s_get
230	1s_give
231	1s_given
232	1s_go
233	1s_gone
234	1s_good
235	1s_got
236	1s_grand
237	1s_great
238	1s_greatest
239	1s_guid
240	1s_hair
241	1s_hand
242	1s_happen
243	1s_happi
244	1s_hard
245	1s_hea
246	1s_head
247	1s_heart
248	1s_help
249	1s_heroin
250	1s_histori
251	1s_home
252	1s_honest
253	1s_hope
254	1s_horribl
255	1s_hot
256	1s_hous
257	1s_huge
258	1s_human
259	1s_humor
260	1s_husband
261	1s_idea
262	1s_ident
263	1s_imagin
264	1s_import
265	1s_imposs
266	1s_inabl
267	1s_initi
268	1s_intent
269	1s_interest
270	1s_issu
271	1s_job
272	1s_journey
273	1s_kind
274	1s_kinda
275	1s_lack
276	1s_last
277	1s_latest
278	1s_law
279	1s_lead
280	1s_least
281	1s_left
282	1s_length
283	1s_life
284	1s_like
285	1s_list
286	1s_littl
287	1s_live
288	1s_long
289	1s_look
290	1s_lot
291	1s_love
292	1s_made
293	1s_main
294	1s_major
295	1s_make
296	1s_mani
297	1s_mate
298	1s_may
299	1s_meet
300	1s_mind
301	1s_miss
302	1s_mom
303	1s_mother
304	1s_move
305	1s_much
306	1s_murder
307	1s_mysteri
308	1s_name
309	1s_nbsp
310	1s_need
311	1s_never
312	1s_new
313	1s_next
314	1s_nice
315	1s_no
316	1s_not
317	1s_note
318	1s_noth
319	1s_novel
320	1s_observ
321	1s_obviou
322	1s_offer
323	1s_offic
324	1s_ok
325	1s_okay
326	1s_old
327	1s_one
328	1s_onli
329	1s_open
330	1s_opinion
331	1s_origin
332	1s_over
333	1s_pain
334	1s_paper
335	1s_parent
336	1s_part
337	1s_past
338	1s_path
339	1s_peopl
340	1s_perfect
341	1s_person
342	1s_perspect
343	1s_place
344	1s_plan
345	1s_play
346	1s_plot
347	1s_point
348	1s_polit
349	1s_popular
350	1s_possibl
351	1s_pov
352	1s_practic
353	1s_premis
354	1s_presenc
355	1s_pretend
356	1s_pretti
357	1s_previou
358	1s_probabl
359	1s_problem
360	1s_promis
361	1s_propheci
362	1s_prose
363	1s_purpos
364	1s_quick
365	1s_quit
366	1s_reaction
367	1s_real
368	1s_realli
369	1s_reason
370	1s_recent
371	1s_recip
372	1s_recommend
373	1s_relationship
374	1s_reput
375	1s_respons
376	1s_rich
377	1s_ridicul
378	1s_right
379	1s_romanc
380	1s_room
381	1s_sad
382	1s_said
383	1s_sake
384	1s_say
385	1s_search
386	1s_second
387	1s_secret
388	1s_see
389	1s_seem
390	1s_seri
391	1s_set
392	1s_sex
393	1s_sexual
394	1s_shame
395	1s_short
396	1s_side
397	1s_silli
398	1s_simpl
399	1s_simpli
400	1s_sister
401	1s_smart
402	1s_someon
403	1s_someth
404	1s_son
405	1s_song
406	1s_start
407	1s_statement
408	1s_still
409	1s_stori
410	1s_struggl
411	1s_stuff
412	1s_stupid
413	1s_style
414	1s_suggest
415	1s_suppos
416	1s_supposedli
417	1s_sure
418	1s_surpris
419	1s_sweet
420	1s_take
421	1s_tale
422	1s_talk
423	1s_terribl
424	1s_thing
425	1s_think
426	1s_third
427	1s_thought
428	1s_time
429	1s_titl
430	1s_told
431	1s_total
432	1s_tough
433	1s_translat
434	1s_tri
435	1s_true
436	1s_turn
437	1s_two
438	1s_understand
439	1s_use
440	1s_usual
441	1s_veri
442	1s_version
443	1s_view
